Time (EDT),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
8:57 AM,60.8 °F,  -,59.0 °F,94%,29.73 in,1.0 mi,WNW,29.9 mph,35.7 mph,0.04 in,Rain,Rain
9:06 AM,53.6 °F,  -,51.8 °F,94%,29.74 in,2.0 mi,WNW,24.2 mph,35.7 mph,0.07 in,Rain,Light Rain
9:24 AM,51.8 °F,  -,48.2 °F,88%,29.75 in,6.0 mi,NW,25.3 mph,33.4 mph,0.07 in,	 ,Overcast
9:52 AM,50.0 °F,  -,48.0 °F,93%,29.76 in,6.0 mi,NW,20.7 mph,27.6 mph,0.07 in,Rain,Light Rain
10:02 AM,50.0 °F,  -,48.2 °F,94%,29.79 in,7.0 mi,NW,20.7 mph,27.6 mph,0.00 in,	 ,Overcast
10:52 AM,46.9 °F,  -,45.0 °F,93%,29.82 in,6.0 mi,NNW,18.4 mph,26.5 mph,0.00 in,Rain,Light Rain
10:54 AM,46.4 °F,38.1 °F,44.6 °F,93%,29.82 in,6.0 mi,NW,24.2 mph,29.9 mph,0.00 in,Rain,Light Rain
11:01 AM,48.2 °F,  -,44.6 °F,87%,29.82 in,6.0 mi,NW,18.4 mph,32.2 mph,0.00 in,Rain,Light Rain
11:26 AM,46.4 °F,38.7 °F,44.6 °F,93%,29.83 in,10.0 mi,NW,20.7 mph,31.1 mph,0.00 in,Rain,Light Rain
11:52 AM,46.9 °F,  -,43.0 °F,86%,29.85 in,10.0 mi,NNW,17.3 mph,27.6 mph,0.00 in,Rain,Light Rain
12:23 PM,46.4 °F,38.1 °F,42.8 °F,87%,29.86 in,10.0 mi,NNW,24.2 mph,32.2 mph,0.00 in,	 ,Overcast
12:52 PM,46.9 °F,  -,42.1 °F,83%,29.86 in,10.0 mi,NW,20.7 mph,27.6 mph,0.00 in,	 ,Overcast
1:15 PM,46.4 °F,38.5 °F,39.2 °F,76%,29.87 in,10.0 mi,NW,21.9 mph,31.1 mph,N/A,	 ,Mostly Cloudy
1:52 PM,45.0 °F,36.0 °F,39.0 °F,80%,29.88 in,10.0 mi,NW,25.3 mph,32.2 mph,N/A,	 ,Mostly Cloudy
2:52 PM,48.0 °F,  -,36.0 °F,63%,29.89 in,10.0 mi,NW,23.0 mph,34.5 mph,N/A,	 ,Mostly Cloudy
3:52 PM,46.9 °F,  -,35.1 °F,63%,29.91 in,10.0 mi,NW,24.2 mph,39.1 mph,N/A,	 ,Mostly Cloudy
4:52 PM,46.4 °F,38.3 °F,33.8 °F,62%,29.93 in,10.0 mi,NNW,23.0 mph,40.3 mph,N/A,	 ,Mostly Cloudy
5:52 PM,46.9 °F,  -,33.1 °F,59%,29.96 in,10.0 mi,NNW,20.7 mph,29.9 mph,N/A,	 ,Mostly Cloudy
6:52 PM,46.9 °F,  -,30.9 °F,54%,30.00 in,10.0 mi,NNW,21.9 mph,34.5 mph,N/A,	 ,Scattered Clouds
7:52 PM,44.1 °F,37.4 °F,28.9 °F,55%,30.00 in,10.0 mi,NNW,13.8 mph,26.5 mph,N/A,	 ,Partly Cloudy
8:52 PM,42.8 °F,35.1 °F,26.6 °F,53%,29.99 in,10.0 mi,North,16.1 mph,26.5 mph,N/A,	 ,Clear
9:52 PM,41.0 °F,33.5 °F,25.0 °F,53%,30.05 in,10.0 mi,NNW,13.8 mph,25.3 mph,N/A,	 ,Partly Cloudy
10:52 PM,39.9 °F,33.9 °F,25.0 °F,55%,30.10 in,10.0 mi,NNW,9.2 mph,21.9 mph,N/A,	 ,Partly Cloudy
11:52 PM,39.0 °F,31.8 °F,26.1 °F,60%,30.12 in,10.0 mi,NNW,11.5 mph,  -,N/A,	 ,Partly Cloudy
